     2.4071E-03     1.9888E-02     8.3934E-03    -6.1299E-03    -9.6123E-02     3.2831E-02     2.4320E-02    -9.0005E-03     5.2602E-03     8.9492E-03
     2.5483E-02     2.5695E-03    -9.1882E-02        -0.1203     1.3276E-03     1.1449E-02        -0.2600    -7.3937E-04     2.1326E-03         0.2907
     1.3761E-02     6.3911E-02    -1.8048E-02    -4.2924E-02        -0.1420         0.1844    -4.4987E-02     5.8197E-02    -4.7285E-02     7.2991E-02
     1.7146E-03     6.4474E-02     2.9374E-02     1.6431E-03        -0.3125     3.0649E-02     8.1659E-02    -5.3068E-04    -2.0170E-03    -1.5183E-02
     3.2150E-02    -2.5452E-03         0.1127        -0.1420    -1.5120E-03     8.6084E-03         0.3091     6.7475E-03     1.7161E-04         0.3358
     1.4205E-02    -7.4430E-02     1.6172E-02    -3.9800E-02         0.1504         0.1974     3.4909E-02         0.2301         0.9181     5.8464E-02
    -2.8430E-03     7.8270E-02     3.3575E-02     8.4449E-04        -0.3555    -6.0089E-02     9.1533E-02     1.2358E-02    -2.2444E-03     1.2790E-02
         0.4622    -2.0698E-04         0.5354        -0.4500    -5.0243E-03     5.3244E-03         0.3482     6.8411E-03    -1.3123E-03        -0.3107
     3.6913E-02        -0.1616     1.8531E-02     4.4808E-02        -0.1851         0.5823        -0.1011    -3.8104E-03    -6.3296E-03    -8.8873E-02
    -6.0482E-04         0.5288         0.1050    -7.8669E-03        -0.6291    -7.8962E-02     6.3784E-02     5.2932E-03    -2.0564E-03    -3.7337E-02
     4.7956E-03     1.3414E-03    -2.6352E-02    -2.9725E-02     6.2350E-04     7.6472E-03    -7.7250E-02    -7.2029E-03     4.0731E-03     8.3471E-02
     6.5883E-03     3.0194E-02    -4.6547E-03    -2.1515E-02    -8.7256E-02     8.8526E-02    -1.0811E-02     3.5961E-02    -5.7695E-02     3.9431E-02
     2.9061E-03     2.4329E-02     8.4647E-03    -8.2065E-03        -0.1112     4.8299E-02     2.3857E-02     6.9319E-03    -4.4272E-03     1.3055E-02
     4.3837E-02     5.7892E-04    -3.4534E-02        -0.1625    -3.8592E-04     8.4891E-03    -9.7890E-02    -1.1944E-02     1.0704E-03         0.3414
     1.5433E-02     2.1970E-02    -7.2338E-03    -4.1923E-02    -4.5660E-02         0.1871    -1.7456E-02         0.8703         0.5726     6.0700E-02
     4.2439E-04     8.5916E-02     3.3756E-02     1.2575E-03        -0.3949     9.0784E-03     8.8751E-02    -1.1634E-03     3.8613E-03    -5.3609E-03
         0.5528    -3.3008E-04        -0.5193        -0.3053    -6.4803E-03     5.1829E-03    -4.4873E-02     2.0841E-02    -1.0120E-02        -0.4659
     3.8424E-02         0.1444    -1.6477E-02     6.7158E-02         0.1435         0.6324         0.1129        -0.3939         0.2943    -3.2407E-02
     3.4930E-04         0.6122         0.1099     5.6638E-03        -0.3887         0.1278     2.5837E-02     5.0338E-04    -1.2814E-03     4.7720E-02
         0.4909     4.3977E-04         0.2550        -0.4059     8.6282E-03    -1.9975E-03         0.1196     3.2068E-03    -7.7684E-03        -0.2949
     3.6531E-02    -7.0069E-02     1.2429E-02     3.6680E-02    -1.8989E-02         0.5162    -6.2993E-02     7.5743E-03     4.7688E-03    -8.5664E-02
     1.9126E-04         0.5531         0.1044     9.9122E-04        -0.5786    -5.8542E-02     5.9924E-02     4.5834E-03    -4.0707E-03    -1.4996E-02
     4.3366E-02    -1.5189E-03     7.9587E-02        -0.1685    -2.2902E-03     1.4965E-02         0.2147    -7.2537E-03     1.5160E-03         0.3670
     1.6288E-02    -4.7779E-02     1.5572E-02    -4.5830E-02     7.2029E-02         0.2170     3.5705E-02        -0.3123        -0.9998     6.6969E-02
    -4.9539E-04     8.7618E-02     3.7052E-02    -4.7266E-03        -0.4036    -3.1043E-02     9.8184E-02    -8.1102E-03     2.4845E-03     1.8607E-02
         0.6775     1.9775E-04        -0.6089    -1.8233E-02     4.6672E-03     1.1229E-02         0.3167     2.3271E-03    -4.3858E-04        -0.4382
     4.0091E-02         0.1586    -1.4255E-02     9.9901E-02         0.2051         0.7350         0.1217     2.0582E-02    -2.4361E-02     5.7650E-02
     6.7482E-04         0.7310         0.1215     1.3565E-02         0.1579         0.2108    -5.9855E-02    -6.7177E-03     4.7980E-03     8.1874E-02
         0.4601     2.7069E-04         0.2665        -0.4389     4.9268E-03    -5.5847E-04         0.1832    -1.8104E-03     7.1918E-03        -0.2226
     3.6081E-02    -7.7227E-02     1.1770E-02     3.4416E-02    -3.2829E-02         0.5080    -5.8060E-02     2.6421E-02    -3.7398E-02    -9.1216E-02
    -5.7893E-05         0.5258         0.1033     2.5642E-04        -0.6376    -4.6183E-02     6.6411E-02    -9.8181E-03     7.9463E-03    -1.3415E-02
         0.4677    -5.2340E-05        -0.4340        -0.4338     1.8575E-04     2.5383E-03        -0.2613    -1.3186E-02    -1.7788E-04        -0.2941
     3.6974E-02         0.1287    -1.6223E-02     4.2356E-02     8.7782E-02         0.5679     8.8633E-02     7.6855E-02     5.7690E-02    -7.9106E-02
     3.4251E-04         0.5330         0.1045     3.5857E-03        -0.6184     4.0953E-02     6.1536E-02     5.9347E-03     5.4243E-04     2.9627E-02
         0.3993     1.9062E-04        -0.3918        -0.4999     4.8522E-03     4.3594E-03        -0.3896     6.7108E-03     7.9301E-03    -9.7256E-02
     3.5427E-02         0.1235    -1.6146E-02     2.5744E-02     7.1470E-02         0.5267     6.5080E-02     3.7996E-02        -0.2416        -0.1010
     4.8121E-04         0.4708     9.8832E-02     6.9188E-03        -0.7240     4.8651E-03     8.7726E-02    -4.8482E-03    -6.9221E-03     2.2704E-02
     7.9269E-02     3.2273E-04    -2.2392E-02        -0.2602     1.2730E-03     9.8689E-03    -6.3315E-02    -2.4374E-03    -2.9037E-03         0.4802
     2.0152E-02     1.1733E-02    -2.3649E-03    -4.4813E-02    -2.4918E-02         0.2558    -4.1047E-03        -0.3410        -0.9553     3.7690E-02
     4.4896E-04         0.1351     4.6004E-02    -1.8827E-05        -0.5592    -1.0268E-02         0.1135     1.2948E-03     5.4990E-04     1.0777E-03
         0.3940    -1.3078E-04         0.2635        -0.4949    -1.9012E-03     1.9159E-03         0.2832    -2.2591E-03     2.3716E-03    -3.6530E-02
     3.5090E-02    -8.2718E-02     1.1708E-02     2.0958E-02    -4.3362E-02         0.4893    -4.4010E-02     9.3062E-03    -1.7486E-03        -0.1018
    -3.8300E-04         0.4653     9.7700E-02    -3.4140E-03        -0.7285    -2.9228E-02     9.1345E-02    -1.7075E-03    -3.3923E-03    -1.3475E-02
     9.9885E-02     8.7513E-04    -9.7506E-02        -0.3114     3.3153E-03     9.5069E-03        -0.2494     1.2599E-02     8.1428E-04         0.5283
     2.2106E-02     4.7235E-02    -1.1880E-02    -4.3009E-02    -5.6280E-02         0.2899    -1.9171E-02         0.3111         0.9214     2.5485E-02
     8.8885E-04         0.1616     5.1409E-02     3.5260E-03        -0.6142     1.4720E-03         0.1237    -1.1171E-03    -2.4185E-03    -8.2752E-03
     7.6233E-02    -8.4466E-04         0.1315        -0.2590    -3.7027E-03     9.2506E-04         0.3331     1.2855E-03     2.7897E-03         0.4854
     1.9862E-02    -6.8892E-02     1.4598E-02    -4.2965E-02     9.1734E-02         0.2507     2.1791E-02         0.1800        -0.5059     3.5473E-02
    -2.2814E-03         0.1367     4.4372E-02     1.3136E-04        -0.5415    -5.6644E-02         0.1097    -8.4069E-04     1.7038E-03     7.3574E-03
         0.3193     4.2350E-04        -0.3102        -0.5281     7.2320E-03     5.5218E-03        -0.4488    -7.6644E-03    -2.8347E-03         0.1705
     3.3793E-02         0.1061    -1.4576E-02     2.9277E-03     3.1282E-02         0.4746     3.8638E-02    -9.6823E-02         0.3658    -9.8160E-02
     9.1427E-04         0.3950     9.0195E-02     7.2075E-03        -0.7944    -1.1282E-02         0.1172     9.0784E-03    -3.6048E-03     1.2141E-02
         0.2424     4.1575E-04        -0.2152        -0.5053     5.3679E-03     7.4379E-03        -0.4037     3.0833E-03     1.1590E-02         0.4137
     3.0825E-02     7.9924E-02    -1.3292E-02    -1.5408E-02    -1.3997E-02         0.4275     9.9547E-03         0.1282        -0.4275    -7.1172E-02
     8.0155E-04         0.3191     7.9081E-02     6.7054E-03        -0.8068    -1.1489E-02         0.1354     4.5476E-03    -1.8915E-02     1.6864E-03
         0.1638     2.7710E-04        -0.1204        -0.4233     3.6104E-03     8.7280E-03        -0.2751    -5.4798E-03    -5.7965E-03         0.5484
     2.7128E-02     5.0220E-02    -9.4341E-03    -3.5077E-02    -4.5018E-02         0.3609    -4.5827E-03        -0.1979         0.4898    -2.3313E-02
     8.7424E-04         0.2355     6.5359E-02     3.1825E-03        -0.7499    -4.1933E-03         0.1365    -5.5169E-04     4.3738E-03    -1.8353E-03
         0.3342     1.8565E-04        -0.1706        -0.5159     3.3826E-03     4.0117E-03        -0.2420     1.1935E-02    -1.5741E-02         0.1522
     3.3631E-02     5.6917E-02    -8.2950E-03     6.9289E-03     5.0681E-03         0.4616     2.0458E-02     5.6729E-02        -0.1398    -9.5268E-02
     3.3835E-04         0.4084     9.0845E-02     3.7603E-03        -0.7812    -1.6942E-02         0.1123    -8.0726E-03     1.4165E-02     7.7655E-03
         0.2035     2.9135E-04    -4.0817E-02        -0.4637     8.6606E-04     5.7380E-03    -8.8620E-02     9.2243E-03    -1.0905E-02         0.4928
     2.8944E-02     1.6410E-02    -2.7138E-03    -2.4598E-02    -1.0168E-02         0.3830     7.8670E-04         0.1503        -0.2388    -4.6370E-02
     5.1835E-05         0.2770     7.1696E-02     1.3158E-03        -0.7881    -2.0545E-02         0.1371     7.6343E-04     3.1400E-03     1.1040E-03
         0.6131    -6.3703E-04         0.9470        -0.2189    -1.8529E-02    -5.7943E-03        -0.1972    -4.1541E-03    -3.4858E-04        -0.7587
     7.9127E-02        -0.2706     3.2460E-02         0.1845        -0.7180         0.7024        -0.2620    -5.6827E-02     3.4426E-02     3.5272E-02
    -1.6432E-03         0.6725         0.2351    -3.4928E-02        -0.1034        -0.2107    -4.0236E-02    -1.6376E-03    -4.1437E-03        -0.1891
    -3.0484E-03    -3.5868E-03     9.2769E-03     4.3398E-03     8.4045E-03     1.0125E-02     2.8934E-02    -1.3386E-02     3.1977E-04     4.2399E-03
     5.3473E-03    -3.2616E-02     1.5897E-02    -2.4524E-02     9.1321E-02     9.1195E-02     4.5411E-02         0.1184    -7.0463E-02     6.1527E-02
    -1.7426E-03    -3.4199E-03     7.3424E-03     2.1401E-03     7.1297E-03     7.6757E-03     2.2202E-02    -6.8194E-03     1.7800E-03     3.8391E-03
         0.7245    -3.0657E-04        -0.9984     6.6638E-02    -3.5684E-03    -9.4327E-03         0.6968    -5.1090E-03     6.4980E-03        -0.6131
     8.0880E-02         0.2689    -2.8193E-02         0.2134         0.6735         0.7099         0.2527         0.1347        -0.1332         0.1559
     1.7232E-03         0.7764         0.2497     3.9540E-02         0.3728         0.2095        -0.1650    -5.7901E-03     2.4411E-03         0.2032
         0.8319    -4.8561E-04        -0.9158         0.3939    -1.1549E-02    -4.4758E-03         0.9920     4.7765E-03    -4.0071E-03        -0.1968
     8.1371E-02         0.2320    -2.2857E-02         0.2356         0.4986         0.7026         0.2176    -8.7775E-02     8.1112E-02         0.2327
     1.5667E-03         0.8715         0.2595     3.4417E-02         0.7648         0.1131        -0.2624     2.4229E-03    -1.3817E-03         0.1855
         0.9208    -6.6982E-04        -0.6999         0.7024    -1.5544E-02     4.8619E-03         0.9540    -7.9313E-03     7.2659E-03         0.3593
     8.2291E-02         0.1668    -1.7236E-02         0.2515         0.2377         0.8105         0.1772     7.4224E-02    -6.8218E-02         0.3317
     1.0819E-03         0.9427         0.2662     2.3492E-02         0.9655    -7.3381E-04        -0.3225    -1.7842E-03     4.8427E-04         0.1175
         0.9795    -3.9853E-04        -0.3791         0.9199    -1.1579E-02     1.1432E-02         0.5736     9.5353E-03    -8.7500E-03         0.8207
     8.2420E-02     8.6750E-02    -9.3643E-03         0.2627     5.5093E-02         0.9329     9.3471E-02    -6.5796E-02     5.8462E-02         0.3855
     5.6677E-04         0.9864         0.2684     1.2094E-02          1.000    -2.8914E-02        -0.3489     1.3935E-03    -7.1518E-04     6.2463E-02
         0.9999    -8.3181E-05    -5.1301E-04         0.9992    -1.9710E-03     1.5859E-02    -9.8533E-03    -8.7900E-03     8.0784E-03         0.9960
     8.2778E-02    -6.7995E-04    -1.2988E-04         0.2668    -5.0784E-02         0.9973    -2.5517E-03     5.7354E-02    -5.0995E-02         0.4222
     6.5688E-05          1.000         0.2695    -5.6532E-04         0.9868     2.3561E-02        -0.3535    -2.0577E-03     1.2902E-03    -7.8031E-03
         0.9796     3.6282E-04         0.3785         0.9200     8.6800E-03     1.1251E-02        -0.5952     6.2876E-03    -6.0922E-03         0.8128
     8.2413E-02    -8.6686E-02     9.2242E-03         0.2623        -0.1239         0.9205        -0.1070    -5.7465E-02     4.9319E-02         0.3841
    -4.5693E-04         0.9859         0.2686    -1.0201E-02         0.9861     7.8759E-02        -0.3501     1.6083E-03    -1.3443E-03    -5.3869E-02
         0.9211     7.2137E-04         0.6985         0.7024     1.8153E-02     3.0573E-03        -0.9546     1.0784E-03    -1.7526E-03         0.3456
     8.2219E-02        -0.1666     1.6743E-02         0.2510        -0.2885         0.7840        -0.1767     5.5765E-02    -4.8210E-02         0.3258
    -9.8962E-04         0.9426         0.2659    -2.5455E-02         0.9602     3.2373E-02        -0.3184     1.2538E-03    -1.5745E-03        -0.1370
         0.8324     7.0406E-04         0.9149         0.3965     1.6838E-02    -2.9135E-03        -0.9891    -5.6709E-04    -3.2274E-04        -0.2027
     8.1480E-02        -0.2318     2.2866E-02         0.2374        -0.5432         0.6900        -0.2301    -6.0151E-02     4.0602E-02         0.2448
    -1.3961E-03         0.8722         0.2595    -3.1510E-02         0.7910    -7.2833E-02        -0.2610    -2.7256E-04    -2.2269E-03        -0.1725
         0.7249     3.6947E-04         0.9996     6.5020E-02     5.4964E-03    -8.0022E-03        -0.6957     7.0588E-04     1.0868E-03        -0.6341
     8.0821E-02        -0.2688     2.7512E-02         0.2142        -0.7226         0.6672        -0.2489     5.8808E-02    -3.6776E-02         0.1452
    -1.6316E-03         0.7775         0.2509    -4.1130E-02         0.4142        -0.1923        -0.1714     3.5923E-04     4.0929E-03        -0.2144
         0.6127     5.2661E-04        -0.9466        -0.2167     1.5594E-02    -2.8207E-03         0.2130    -3.5646E-03     6.3660E-04        -0.7496
     7.8979E-02         0.2705    -3.2230E-02         0.1844         0.6627         0.7348         0.2529        -0.1886         0.1928     3.3822E-02
     1.7395E-03         0.6727         0.2361     3.6042E-02        -0.1095         0.2040    -5.4087E-02     1.2416E-02    -7.9724E-03         0.1944
    -3.9060E-03     3.9532E-03    -8.2935E-03     7.8168E-03    -1.1305E-02     9.5605E-03    -2.6217E-02    -2.2304E-03    -6.3750E-05    -4.0951E-03
     5.1975E-03     3.2657E-02    -1.5110E-02    -2.5139E-02        -0.1011     8.9120E-02    -4.4456E-02         0.1286    -7.2028E-02     6.4139E-02
     2.3659E-03    -3.8722E-03     7.4015E-03    -4.3709E-03     1.0418E-02    -4.3574E-03     2.2313E-02    -3.4048E-03     1.9398E-03     1.2905E-03
    -1.0295E-03    -2.2155E-03    -2.0053E-03     3.9764E-03     6.4296E-03     5.4855E-03    -5.9016E-03     1.0659E-02    -3.4568E-04    -8.6193E-03
    -4.5016E-04    -7.1357E-03     2.0357E-03     7.1073E-04     2.0144E-02     1.0181E-02     6.3535E-03        -0.1270     7.3426E-02     1.3438E-04
    -1.1707E-04    -1.2418E-02     3.5703E-03    -1.7224E-03     3.5401E-02     2.7313E-02     1.0883E-02     5.0977E-03    -1.6737E-03     8.0088E-03
     4.0103E-04    -1.8393E-05    -3.0941E-04    -3.6187E-04    -5.9205E-04     1.0199E-02    -7.0802E-04    -7.7898E-03     2.4181E-04    -1.7938E-03
     4.5121E-04     1.0061E-05     7.7200E-05    -2.4577E-03     6.3053E-04    -1.0811E-03     3.1189E-05         0.1307    -7.4575E-02     7.2100E-03
     3.3673E-06    -9.1258E-03    -1.7354E-03    -2.3823E-05     2.8311E-02     1.2979E-03    -5.2425E-03    -3.3747E-03     1.5341E-03     6.1593E-05
    -1.0092E-03     2.2022E-03     2.3602E-03     4.0882E-03    -7.0113E-03     4.8268E-03     6.7644E-03     4.9548E-03    -1.3128E-04    -9.0176E-03
    -6.0556E-04     7.1948E-03    -1.7661E-03     1.3040E-03    -2.2855E-02     9.0599E-03    -5.4089E-03        -0.1308     7.4119E-02    -1.3728E-03
     2.7187E-04    -1.2445E-02     2.7466E-03     1.0648E-03     3.8768E-02    -2.7542E-02     8.9099E-03     2.7556E-03    -1.6233E-03    -6.4019E-03
         0.8291    -5.8839E-04         0.1380         0.4536    -1.4837E-02    -1.6863E-02        -0.1397    -7.0529E-03     7.9598E-03         0.1704
     8.2390E-02    -3.3351E-02     4.7954E-03         0.2578    -6.7629E-02         0.9771    -5.6578E-02    -1.4804E-03     7.6892E-06         0.3711
    -3.6137E-04         0.8668         0.2676    -9.9817E-03         0.7886    -2.7004E-02        -0.3346    -2.3723E-04    -1.2693E-03    -5.4953E-02
         0.8122    -9.2811E-04         0.2668         0.3963    -2.4115E-02    -8.6338E-03        -0.2682     1.1451E-03    -2.5273E-03     7.8685E-02
     8.2146E-02    -6.3647E-02     9.8258E-03         0.2556    -7.5623E-02         0.9358        -0.1112    -4.6562E-03     4.1474E-03         0.3466
    -8.7005E-04         0.8541         0.2662    -2.0030E-02         0.7681    -6.6616E-02        -0.3258     1.5022E-03    -9.1922E-04        -0.1072
         0.7852    -1.4549E-03         0.3725         0.3100    -3.7691E-02     4.0023E-03        -0.3285    -2.6478E-03     3.3653E-03    -4.9158E-02
     8.2101E-02    -9.0250E-02     1.5192E-02         0.2484    -9.9561E-02         0.8876        -0.1610    -9.2554E-03     4.8460E-03         0.3111
    -9.4438E-04         0.8295         0.2611    -2.3476E-02         0.6597        -0.1081        -0.2734     5.4780E-04    -9.5178E-04        -0.1250
         0.7504    -1.5150E-03         0.4512         0.2042    -3.6970E-02     1.7607E-02        -0.3506     6.5133E-03    -9.9613E-03        -0.1650
     8.1347E-02        -0.1104     2.0217E-02         0.2341        -0.1051         0.8153        -0.1992    -2.6593E-03    -7.2672E-03         0.2326
    -1.1940E-03         0.7988         0.2547    -2.7088E-02         0.5144        -0.1562        -0.2191     1.7360E-03    -4.0698E-03        -0.1513
         0.7098    -9.1384E-04         0.4965     8.3662E-02    -2.2026E-02     2.6074E-02        -0.3183    -2.5898E-03    -2.4003E-04        -0.3014
     8.1030E-02        -0.1218     2.7462E-02         0.2203    -8.8083E-02         0.7578        -0.2523    -2.0278E-03    -5.9186E-03         0.1782
    -1.0218E-03         0.7606         0.2476    -2.5336E-02         0.3265        -0.1837        -0.1587    -2.7770E-03     1.5826E-03        -0.1520
         0.6670    -3.0089E-04         0.5034    -3.5428E-02    -6.9828E-03     2.9008E-02        -0.2337     6.0907E-03    -5.5660E-03        -0.3839
     7.9877E-02        -0.1277     2.8800E-02         0.2009        -0.1246         0.7144        -0.2454    -4.1423E-04     5.1891E-03     9.6615E-02
    -8.6454E-04         0.7207         0.2390    -2.0695E-02         0.1160        -0.1970    -9.0341E-02     9.9075E-04     1.6944E-03        -0.1383
         0.6240     4.0592E-04         0.4776        -0.1452     9.6780E-03     2.8494E-02        -0.1408    -5.0924E-03     8.1736E-03        -0.4338
     7.8754E-02        -0.1213     3.2007E-02         0.1702    -7.9409E-02         0.6531        -0.2427    -9.6996E-04    -6.7268E-03     1.0779E-02
    -4.9047E-04         0.6795         0.2324    -1.4655E-02    -8.2078E-02        -0.1907    -3.8754E-02    -2.0610E-03    -3.4209E-03        -0.1213
         0.5849     1.2035E-03         0.4206        -0.2408     2.9602E-02     1.6465E-02    -5.8177E-02     3.3691E-02    -5.8173E-03        -0.4360
     7.6673E-02        -0.1082     3.3257E-02         0.1402    -4.8830E-02         0.5973        -0.2257    -4.4582E-02     9.4197E-03    -7.6403E-02
    -2.0077E-04         0.6419         0.2233    -6.4332E-03        -0.2784        -0.1645     2.7537E-02    -2.1759E-02     7.0769E-03    -8.9929E-02
         0.5509     1.7834E-03         0.3376        -0.3155     3.9418E-02     3.2997E-03     8.4428E-03     6.1193E-03    -1.7993E-03        -0.4196
     7.5294E-02    -8.6353E-02     2.9938E-02         0.1066    -1.0422E-02         0.5503        -0.1774    -2.0436E-02     3.8675E-03        -0.1262
     2.4767E-04         0.6082         0.2166    -1.1118E-03        -0.4365        -0.1224     7.5778E-02    -1.1426E-03    -6.6711E-03    -6.2797E-02
         0.5256     1.6525E-03         0.2345        -0.3670     3.2441E-02    -1.0103E-02     3.7959E-02    -6.8825E-03     6.3377E-03        -0.3703
     7.2787E-02    -6.0437E-02     2.3698E-02     7.7087E-02    -6.6895E-04         0.5035        -0.1236     1.6632E-02    -1.5356E-02        -0.1827
    -1.7301E-05         0.5846         0.2107    -1.5905E-04        -0.5372    -8.8299E-02         0.1150     6.8958E-03     7.9686E-04    -4.4345E-02
         0.5096     1.0526E-03         0.1216        -0.3946     1.7864E-02    -1.6418E-02     2.9828E-02     4.9074E-03    -1.9706E-02        -0.3377
     7.2105E-02    -3.0823E-02     1.2850E-02     5.7835E-02    -4.6976E-03         0.4819    -5.7458E-02    -3.1194E-02     4.8337E-02        -0.1812
     3.5609E-04         0.5689         0.2077     2.0502E-03        -0.5819    -4.9040E-02         0.1356    -3.6181E-03     2.5037E-03    -1.7303E-02
         0.8349     1.8264E-05    -2.9932E-04         0.4715     1.3221E-03    -2.0559E-02    -1.5484E-03     5.3092E-03    -5.0064E-03         0.1988
     8.2264E-02    -1.2539E-04     9.0120E-05         0.2587    -3.7684E-02         0.9861    -7.0978E-03     3.9351E-03    -4.6818E-03         0.3680
     2.9354E-05         0.8724         0.2683     2.6026E-04         0.8113     1.4908E-02        -0.3472    -6.2751E-04     1.7030E-03     7.6213E-05
         0.5042    -4.0886E-06    -4.1839E-04        -0.4046     3.8231E-04    -2.0809E-02     9.4287E-03    -2.2871E-02     2.0644E-02        -0.3225
     7.1200E-02    -2.6727E-04    -4.1609E-04     5.5752E-02    -1.2740E-02         0.4683     3.2979E-03     2.2176E-02    -3.6211E-02        -0.1994
    -1.2208E-04         0.5647         0.2078    -8.4159E-04        -0.6014    -1.4847E-02         0.1348     8.4832E-04    -4.3039E-03     7.1050E-04
         0.5096    -1.2070E-03        -0.1216        -0.3943    -2.0066E-02    -1.8498E-02    -1.9129E-02     2.5700E-02    -2.2793E-02        -0.3333
     7.2141E-02     3.1378E-02    -1.2353E-02     5.7347E-02    -2.5591E-02         0.4820     6.5358E-02     1.1893E-02    -4.7742E-02        -0.1773
    -7.2957E-05         0.5689         0.2079    -2.7930E-03        -0.5829     2.5707E-02         0.1353    -3.1827E-03     3.6390E-03     2.2684E-02
         0.5255    -1.7047E-03        -0.2357        -0.3658    -3.2876E-02    -9.4379E-03    -2.4584E-02    -4.1235E-02     5.4687E-02        -0.3717
     7.2744E-02     6.0337E-02    -2.3783E-02     7.8605E-02    -2.9000E-02         0.5046         0.1262         0.1029        -0.1504        -0.1777
    -1.7015E-04         0.5845         0.2102    -7.7381E-04        -0.5408     6.2694E-02         0.1126    -1.3166E-02     1.8306E-02     4.5057E-02
         0.5511    -1.8818E-03        -0.3379        -0.3127    -3.9407E-02     1.7616E-03     6.3397E-03     1.8134E-02     1.5519E-02        -0.4088
     7.5287E-02     8.7032E-02    -3.0046E-02         0.1050    -1.7588E-02         0.5504         0.1840        -0.1143     3.0708E-03        -0.1193
     1.0449E-04         0.6089         0.2163     1.4310E-03        -0.4307         0.1105     7.5037E-02     7.1183E-04     3.3261E-03     6.6648E-02
         0.5845    -1.3307E-03        -0.4202        -0.2393    -3.1309E-02     1.5942E-02     6.4716E-02     4.4315E-02    -2.1370E-02        -0.4338
     7.6568E-02         0.1081    -3.2730E-02         0.1410     1.8872E-02         0.5997         0.2188        -0.3953         0.2924    -7.2692E-02
     8.1364E-05         0.6417         0.2232     6.2179E-03        -0.2898         0.1526     2.1515E-02     2.3462E-02    -1.2771E-02     9.0916E-02
         0.6241    -5.0727E-04        -0.4769        -0.1418    -1.2983E-02     2.7239E-02         0.1480     2.2421E-02    -2.1794E-02        -0.4183
     7.8824E-02         0.1224    -3.1458E-02         0.1700     5.0888E-02         0.6668         0.2406    -1.7773E-02     3.9937E-03     2.2140E-02
     7.6296E-04         0.6794         0.2317     1.3760E-02        -0.1003         0.1843    -3.5162E-02     1.1002E-02    -1.0863E-02         0.1183
         0.6667     4.4342E-04        -0.5030    -3.3809E-02     8.0170E-03     3.2681E-02         0.2372    -1.2715E-02     1.3714E-02        -0.3771
     7.9725E-02         0.1272    -3.0652E-02         0.1989     6.5586E-02         0.7130         0.2509     5.7883E-02    -5.5266E-02     8.8563E-02
     8.6134E-04         0.7205         0.2399     2.2520E-02     9.9323E-02         0.2101        -0.1025    -4.1567E-03     5.3718E-03         0.1428
         0.7097     1.0367E-03        -0.4956     8.5205E-02     2.4447E-02     2.9206E-02         0.3195     5.6693E-03    -5.7559E-03        -0.2860
     8.1115E-02         0.1230    -2.6198E-02         0.2207     5.7790E-02         0.7806         0.2404    -4.2734E-02     4.3521E-02         0.1873
     1.4063E-03         0.7607         0.2484     2.7676E-02         0.3107         0.2086        -0.1629    -5.0911E-03     2.9271E-03         0.1600
         0.7502     1.4459E-03        -0.4520         0.2036     3.4152E-02     1.9754E-02         0.3582    -2.2364E-02     1.8191E-02        -0.1620
     8.1481E-02         0.1103    -2.0972E-02         0.2377     4.9012E-02         0.8305         0.1993    -3.0705E-02     3.8652E-02         0.2480
     1.1776E-03         0.7980         0.2545     2.8195E-02         0.4862         0.1760        -0.2227    -3.0364E-03     2.1950E-03         0.1507
         0.7851     1.4621E-03        -0.3736         0.3127     3.7258E-02     7.3826E-03         0.3363     1.7865E-02    -1.7910E-02    -2.3998E-02
     8.2042E-02     8.9530E-02    -1.5421E-02         0.2468     1.5581E-02         0.8945         0.1558    -2.0970E-02     2.0021E-02         0.3060
     1.2138E-03         0.8285         0.2606     2.3634E-02         0.6258         0.1332        -0.2709     4.3495E-03    -5.8609E-03         0.1250
         0.8121     1.2086E-03        -0.2664         0.3976     3.0954E-02    -6.0364E-03         0.2586    -7.5173E-03     7.8660E-03     9.1882E-02
     8.2119E-02     6.3098E-02    -1.0476E-02         0.2536    -3.7770E-03         0.9393         0.1044     1.1649E-02    -1.2432E-02         0.3370
     7.9375E-04         0.8527         0.2647     1.8197E-02         0.7273     9.3571E-02        -0.3150    -1.8683E-03     3.0674E-03     9.2691E-02
         0.8290     7.1278E-04        -0.1390         0.4533     1.9106E-02    -1.6991E-02         0.1424    -6.4273E-04     3.1856E-05         0.1718
     8.2356E-02     3.2183E-02    -5.2439E-03         0.2573    -3.3475E-02         0.9807     5.2290E-02    -9.3582E-03     9.0282E-03         0.3674
     5.2614E-04         0.8669         0.2678     9.5868E-03         0.7892     5.1941E-02        -0.3368     2.7835E-04    -1.8264E-03     4.4935E-02
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
              0              0              0              0              0              0              0              0              0              0
